longitude,latitude,fuel_type_code,fuel_type_label,flammability
153.02967005427703,-27.474762040328287,220,Open forest,0.82
153.03057949222855,-27.474630576354706,230,Low open forest,0.75
153.01163178705232,-27.478181558203023,950,Built-up,0.15
153.01254127429965,-27.478050206020928,950,Built-up,0.15
153.01345075939776,-27.47791884820288,950,Built-up,0.15
153.01436024234656,-27.47778748474885,950,Built-up,0.15
153.01526972314593,-27.477656115658892,950,Built-up,0.15
153.0161792017959,-27.477524740933024,950,Built-up,0.15
153.01708867829623,-27.477393360571252,950,Built-up,0.15
153.01799815264698,-27.47726197457362,950,Built-up,0.15
153.01890762484797,-27.477130582940124,950,Built-up,0.15
153.0198170948992,-27.476999185670778,950,Built-up,0.15
153.02072656280046,-27.47686778276562,950,Built-up,0.15
153.0216360285518,-27.476736374224657,950,Built-up,0.15
153.02254549215303,-27.4766049600479,632,Open grassland,0.78
153.02618332505568,-27.476079246983492,950,Built-up,0.15
153.02709277790535,-27.47594780462813,950,Built-up,0.15
153.02800222860444,-27.475816356637107,950,Built-up,0.15
153.02891167715285,-27.475684903010425,950,Built-up,0.15
153.02982112355056,-27.475553443748137,220,Open forest,0.82
153.0307305677974,-27.475421978850207,220,Open forest,0.82
153.01178273255957,-27.478972979878908,950,Built-up,0.15
153.01269222610318,-27.4788416267731,950,Built-up,0.15
153.0136017174975,-27.47871026803128,950,Built-up,0.15
153.01451120674253,-27.47857890365347,950,Built-up,0.15
153.01542069383805,-27.478447533639713,631,Grassland,0.82
153.01633017878407,-27.478316157989994,632,Open grassland,0.78
153.01723966158053,-27.47818477670434,950,Built-up,0.15
153.01814914222726,-27.478053389782783,950,Built-up,0.15
153.01905862072425,-27.477921997225337,950,Built-up,0.15
153.01996809707137,-27.47779059903202,950,Built-up,0.15
153.02087757126853,-27.477659195202833,950,Built-up,0.15
153.0217870433157,-27.477527785737834,950,Built-up,0.15
153.02269651321274,-27.477396370636995,950,Built-up,0.15
153.02633437129808,-27.476870653875935,950,Built-up,0.15
153.0272438304433,-27.476739210596335,950,Built-up,0.15
153.0281532874379,-27.476607761681016,950,Built-up,0.15
153.0290627422818,-27.476476307130024,950,Built-up,0.15
153.0299721949749,-27.47634484694337,423,Woodland with grassy understory,0.85
153.03088164551716,-27.476213381121052,230,Low open forest,0.75
153.01193368021598,-27.479764401331096,950,Built-up,0.15
153.01284318005594,-27.47963304730155,950,Built-up,0.15
153.01375267774662,-27.479501687635953,950,Built-up,0.15
153.0146621732879,-27.479370322334322,950,Built-up,0.15
153.01557166667968,-27.479238951396702,950,Built-up,0.15
153.01648115792193,-27.47910757482309,950,Built-up,0.15
153.0173906470145,-27.478976192613523,950,Built-up,0.15
153.01830013395735,-27.478844804768013,950,Built-up,0.15
153.01920961875038,-27.478713411286577,950,Built-up,0.15
153.0201191013935,-27.47858201216924,950,Built-up,0.15
153.02102858188664,-27.47845060741601,950,Built-up,0.15
153.0219380602297,-27.47831919702692,950,Built-up,0.15
153.0228475364226,-27.478187781001967,950,Built-up,0.15
153.0237570104653,-27.4780563593412,632,Open grassland,0.78
153.026485419691,-27.477662060544095,433,Low woodland with grassy understory,0.8
153.02739488513188,-27.477530616340196,950,Built-up,0.15
153.02830434842207,-27.47739916650056,950,Built-up,0.15
153.02921380956153,-27.477267711025213,950,Built-up,0.15
153.03012326855014,-27.477136249914178,940,Wildland urban interface 3,0.4
153.03103272538783,-27.477004783167438,940,Wildland urban interface 3,0.4
